,WT_1,KO_1,WT_2,KO_2,WT_3,KO_3
ENSMUSG00000030256,2,19,0,14,7,35
ENSMUSG00000108126,0,0,0,0,0,0
ENSMUSG00000030255,14,4,16,8,5,11
ENSMUSG00000108200,0,0,0,0,0,0
ENSMUSG00000085414,0,0,0,0,0,0
ENSMUSG00000108161,0,1,0,0,0,0
ENSMUSG00000030287,3296,2581,3479,2701,4441,3070
ENSMUSG00000107801,0,0,0,1,0,0
ENSMUSG00000107743,0,0,0,0,0,0
ENSMUSG00000082120,7,9,14,4,9,9
ENSMUSG00000040250,732,931,844,822,736,820
ENSMUSG00000040242,1461,1399,1402,1266,1370,1315
ENSMUSG00000040234,2962,2041,3142,2986,2670,2543
ENSMUSG00000030291,326,308,395,327,273,295
ENSMUSG00000084291,0,0,0,0,0,0
ENSMUSG00000085238,0,0,0,0,2,0
ENSMUSG00000001630,500,469,875,695,673,579
ENSMUSG00000108108,2,1,0,2,1,0
ENSMUSG00000107788,0,2,0,0,0,1
ENSMUSG00000040187,28,11,22,21,41,18
ENSMUSG00000107964,0,0,0,0,0,0
ENSMUSG00000030292,0,0,0,0,0,0
ENSMUSG00000016487,1449,1494,1588,1382,1518,1303
ENSMUSG00000040163,0,1,0,0,0,0
ENSMUSG00000107969,0,0,0,1,0,0
ENSMUSG00000107814,3,1,1,0,1,3
ENSMUSG00000040121,2,5,2,3,3,6
ENSMUSG00000040112,834,626,882,697,870,811
ENSMUSG00000072662,6,4,17,7,16,5
ENSMUSG00000040102,424,401,628,406,549,419
ENSMUSG00000080760,0,0,0,0,0,0
ENSMUSG00000085600,0,0,0,0,0,0
ENSMUSG00000086021,0,0,0,0,0,0
ENSMUSG00000048776,1,0,1,0,0,0
ENSMUSG00000081023,0,0,0,0,0,0
ENSMUSG00000072660,5,13,11,12,11,15
ENSMUSG00000030301,885,816,948,1024,1034,1110
ENSMUSG00000107793,0,0,0,0,0,0
ENSMUSG00000085077,0,0,0,0,0,0
ENSMUSG00000086019,0,0,0,0,0,0
ENSMUSG00000086777,0,0,0,0,0,0
ENSMUSG00000030303,34,26,13,29,28,23
ENSMUSG00000089948,0,0,0,0,0,0
ENSMUSG00000030304,1265,1018,1260,1260,1510,1110
ENSMUSG00000107402,5,9,5,6,6,7
ENSMUSG00000084823,0,0,0,0,0,0
ENSMUSG00000030306,36,72,31,62,21,81
ENSMUSG00000082199,0,0,0,0,0,0
ENSMUSG00000063171,680,609,623,891,500,668
ENSMUSG00000108148,0,0,0,0,0,0
ENSMUSG00000108035,0,0,0,0,1,1
ENSMUSG00000107706,0,0,0,0,0,0
ENSMUSG00000070995,0,1,0,0,0,0
ENSMUSG00000065269,0,0,0,0,0,0
ENSMUSG00000084909,0,0,0,0,0,0
ENSMUSG00000081556,0,0,0,0,0,0
ENSMUSG00000107405,0,0,0,0,0,0
ENSMUSG00000040029,2141,1967,2502,2501,2418,1770
ENSMUSG00000107909,1,2,4,4,2,4
ENSMUSG00000030309,121,121,130,191,117,124
ENSMUSG00000108254,0,0,0,0,0,0
ENSMUSG00000095288,2,8,6,18,14,3
ENSMUSG00000108258,2,0,0,0,0,2
ENSMUSG00000039985,75,85,44,60,79,74
ENSMUSG00000085355,11,18,12,8,27,24
ENSMUSG00000080536,0,0,0,0,0,0
ENSMUSG00000030313,4660,4686,3952,4864,4342,4113
ENSMUSG00000097505,0,0,0,0,0,0
ENSMUSG00000082633,3,6,1,12,6,1
ENSMUSG00000081532,0,0,0,0,0,0
ENSMUSG00000107970,2,1,9,2,3,6
ENSMUSG00000065664,0,0,0,0,0,0
ENSMUSG00000082829,1,2,3,0,0,0
ENSMUSG00000065198,0,0,0,0,0,0
ENSMUSG00000067292,0,0,0,0,0,0
ENSMUSG00000039958,468,836,244,486,662,671
ENSMUSG00000068250,68,146,70,97,85,140
ENSMUSG00000107526,0,0,0,0,0,0
ENSMUSG00000107894,0,1,0,0,0,0
ENSMUSG00000032712,537,747,406,510,413,681
ENSMUSG00000084083,0,1,0,0,0,0
ENSMUSG00000081126,1,2,5,7,0,2
ENSMUSG00000081335,0,0,0,0,0,0
ENSMUSG00000083351,0,0,0,0,0,0
ENSMUSG00000003452,3,15,2,9,0,10
ENSMUSG00000082072,0,0,1,0,2,0
ENSMUSG00000096299,0,1,0,0,0,0
ENSMUSG00000107976,0,0,0,0,0,0
ENSMUSG00000094467,0,0,0,0,0,0
ENSMUSG00000108287,0,0,0,0,0,0
ENSMUSG00000091292,0,0,0,0,0,0
ENSMUSG00000107972,0,0,0,0,0,0
ENSMUSG00000108259,0,0,0,0,0,0
ENSMUSG00000055452,7,8,10,12,6,14
ENSMUSG00000107523,0,0,0,0,0,0
ENSMUSG00000108044,0,0,0,0,0,0
ENSMUSG00000107956,0,0,0,0,0,0
ENSMUSG00000054753,0,0,0,0,0,0
ENSMUSG00000107470,12,10,15,17,11,23
ENSMUSG00000077815,0,4,0,0,0,1
ENSMUSG00000106340,0,0,0,0,0,0
ENSMUSG00000078817,500,387,448,574,952,288
ENSMUSG00000078008,0,0,0,0,0,0
ENSMUSG00000078041,0,0,0,0,0,0
ENSMUSG00000104747,0,0,0,0,0,0
ENSMUSG00000078032,0,0,0,0,0,0
ENSMUSG00000078035,0,0,0,0,0,0
ENSMUSG00000077903,0,0,0,0,0,0
ENSMUSG00000077886,0,0,0,0,0,0
ENSMUSG00000107413,0,0,0,0,0,0
ENSMUSG00000108105,31,27,18,40,24,32
ENSMUSG00000068566,2009,3016,2134,3585,2570,3046
ENSMUSG00000078816,4,13,3,4,1,4
ENSMUSG00000069806,6,11,12,12,10,8
ENSMUSG00000107620,0,0,0,0,0,0
ENSMUSG00000107815,0,0,0,0,0,0
ENSMUSG00000053395,0,0,0,0,0,0
ENSMUSG00000107862,0,0,0,0,0,0
ENSMUSG00000094210,0,0,0,0,0,0
ENSMUSG00000107585,0,0,0,0,0,0
ENSMUSG00000078815,1,0,0,0,0,0
ENSMUSG00000107985,0,0,0,0,0,0
ENSMUSG00000053338,1,0,0,1,0,0
ENSMUSG00000107480,0,1,0,0,0,0
ENSMUSG00000108758,0,0,0,0,0,0
ENSMUSG00000095674,0,0,0,0,0,0
ENSMUSG00000108644,0,0,0,0,0,0
ENSMUSG00000054594,2,1,2,1,1,4
ENSMUSG00000035674,287,306,342,376,358,346
ENSMUSG00000006335,142,115,153,120,156,125
ENSMUSG00000008373,530,409,603,549,428,420
ENSMUSG00000085039,2,5,3,1,4,1
ENSMUSG00000035632,908,1073,1148,1037,977,879
ENSMUSG00000093290,0,0,0,0,0,0
ENSMUSG00000078813,238,248,287,248,299,269
ENSMUSG00000019734,32,54,51,46,51,41
ENSMUSG00000086032,0,0,0,0,0,0
ENSMUSG00000035596,1555,1457,1887,1790,2043,1717
ENSMUSG00000035585,1068,808,1311,1184,1305,1198
ENSMUSG00000006333,4130,3605,4543,3985,4982,3747
ENSMUSG00000058818,209,454,65,121,41,200
ENSMUSG00000081665,22,34,7,9,1,10
ENSMUSG00000074418,0,0,0,0,0,0
ENSMUSG00000080917,0,0,0,0,0,0
ENSMUSG00000074419,2,5,1,5,2,5
ENSMUSG00000089942,132,140,34,86,16,65
ENSMUSG00000074420,0,0,0,0,0,0
ENSMUSG00000074417,0,6,0,2,1,1
ENSMUSG00000030427,1,0,0,1,2,1
ENSMUSG00000108593,0,0,0,0,0,0
ENSMUSG00000108765,0,0,0,0,0,0
ENSMUSG00000108712,0,0,0,0,0,0
ENSMUSG00000108505,0,0,0,0,0,0
ENSMUSG00000083344,9,4,10,4,12,7
ENSMUSG00000082093,0,2,0,0,0,0
ENSMUSG00000055541,170,173,79,68,17,102
ENSMUSG00000086155,0,0,0,0,0,0
ENSMUSG00000075719,0,0,0,0,0,0
ENSMUSG00000030428,20,21,16,8,10,6
ENSMUSG00000085886,0,0,0,0,0,0
ENSMUSG00000035545,1063,992,837,994,1476,894
ENSMUSG00000043432,122,128,137,118,215,207
ENSMUSG00000063838,11,27,26,4,22,25
ENSMUSG00000082782,0,0,0,0,0,0
ENSMUSG00000108641,0,0,0,0,0,0
ENSMUSG00000083309,0,0,0,0,0,0
ENSMUSG00000070873,114,202,36,59,15,82
ENSMUSG00000082042,0,0,0,0,0,0
ENSMUSG00000081723,4,0,0,0,0,2
ENSMUSG00000108743,0,0,0,0,0,0
ENSMUSG00000062524,4,2,0,1,0,1
ENSMUSG00000108667,0,0,0,0,0,0
ENSMUSG00000078810,2,0,2,1,3,5
ENSMUSG00000096075,0,0,0,0,0,0
ENSMUSG00000095246,0,0,0,0,0,0
ENSMUSG00000108761,4,1,2,0,1,1
ENSMUSG00000008435,258,295,324,213,498,387
ENSMUSG00000077965,0,0,0,0,0,0
ENSMUSG00000091177,0,0,0,0,0,0
ENSMUSG00000006154,1,0,1,3,3,1
ENSMUSG00000019254,773,830,759,647,826,760
ENSMUSG00000064179,14,24,18,35,11,40
ENSMUSG00000035458,3,6,0,2,0,0
ENSMUSG00000055809,3,21,3,7,0,7
ENSMUSG00000085725,0,0,0,0,0,0
ENSMUSG00000004961,0,0,0,0,0,0
ENSMUSG00000035429,0,0,0,1,0,4
ENSMUSG00000077138,0,0,0,0,0,0
ENSMUSG00000108392,0,0,0,0,0,0
ENSMUSG00000108582,0,0,0,0,0,0
ENSMUSG00000108320,7,15,10,11,10,9
ENSMUSG00000045282,1856,1919,1982,2710,1486,1863
ENSMUSG00000052296,3918,3330,4481,4091,3749,4266
ENSMUSG00000108571,1,0,3,2,1,1
ENSMUSG00000108477,9,15,15,11,11,35
ENSMUSG00000063802,547,484,586,594,498,515
ENSMUSG00000035390,0,7,4,0,0,2
ENSMUSG00000046456,4,9,1,3,2,10
ENSMUSG00000088575,0,0,0,0,0,0
ENSMUSG00000059851,626,455,768,607,700,516
ENSMUSG00000051811,5,12,5,6,11,5
ENSMUSG00000092518,0,0,0,1,0,0
ENSMUSG00000004371,0,0,1,0,0,0
ENSMUSG00000013091,6,14,9,10,9,19
ENSMUSG00000030431,477,315,532,476,503,520
ENSMUSG00000030432,3431,3017,4140,3370,4260,2986
ENSMUSG00000060860,289,416,547,444,555,475
ENSMUSG00000053550,0,0,0,2,1,0
ENSMUSG00000052605,101,81,80,202,101,219
ENSMUSG00000086784,2733,1946,3112,3095,3137,2969
ENSMUSG00000110221,6,15,6,29,7,23
ENSMUSG00000109441,0,0,0,0,0,0
ENSMUSG00000108840,0,0,0,0,0,1
ENSMUSG00000074406,352,309,313,332,347,352
ENSMUSG00000035285,6,29,4,22,8,33
ENSMUSG00000035279,1,0,4,1,0,3
ENSMUSG00000030433,0,3,0,0,0,0
ENSMUSG00000085272,1,0,2,0,0,0
ENSMUSG00000051550,167,212,151,173,169,187
ENSMUSG00000061374,733,652,796,716,855,802
ENSMUSG00000051184,19,11,24,22,24,34
ENSMUSG00000109129,0,0,0,0,0,0
ENSMUSG00000074405,491,470,546,408,542,546
ENSMUSG00000035228,0,1,0,1,0,1
ENSMUSG00000116184,0,0,0,0,0,0
ENSMUSG00000043290,0,1,0,0,0,0
ENSMUSG00000086604,1,1,0,6,0,13
ENSMUSG00000055633,28,18,19,24,28,43
ENSMUSG00000109549,0,0,0,0,0,0
ENSMUSG00000109274,29,47,46,58,57,67
ENSMUSG00000030435,2187,1769,2181,1804,1953,1677
ENSMUSG00000035203,5458,4322,4927,4601,5504,4712
ENSMUSG00000035191,0,0,0,0,0,0
ENSMUSG00000083649,10,3,7,10,11,14
ENSMUSG00000109495,0,8,1,2,2,1
ENSMUSG00000092953,0,0,0,0,0,0
ENSMUSG00000074402,0,0,0,0,0,0
ENSMUSG00000091874,0,0,0,0,0,0
ENSMUSG00000091652,0,0,0,0,0,0
ENSMUSG00000109211,0,0,0,0,0,0
ENSMUSG00000075906,0,0,0,0,0,0
ENSMUSG00000035177,0,0,0,0,0,0
ENSMUSG00000109155,0,0,0,0,0,0
ENSMUSG00000048398,0,0,0,0,0,0
ENSMUSG00000108904,0,0,0,0,0,0
ENSMUSG00000078808,0,0,0,0,0,0
ENSMUSG00000109577,0,0,0,0,0,0
ENSMUSG00000074401,0,0,0,0,0,0
ENSMUSG00000066820,0,0,0,0,0,0
ENSMUSG00000090794,0,0,0,0,0,0
ENSMUSG00000092336,0,0,0,0,0,0
ENSMUSG00000094313,0,0,0,0,0,0
ENSMUSG00000092579,0,0,0,0,0,0
ENSMUSG00000109540,0,0,0,0,0,0
ENSMUSG00000058631,0,0,0,0,0,0
ENSMUSG00000109012,0,0,0,0,0,0
ENSMUSG00000058399,0,0,0,0,0,0
ENSMUSG00000092393,0,0,0,0,0,0
ENSMUSG00000092580,0,0,0,0,0,0
ENSMUSG00000092271,0,0,0,0,0,0
ENSMUSG00000066850,0,0,0,0,0,0
ENSMUSG00000064231,0,0,0,0,0,1
ENSMUSG00000109197,0,0,0,0,0,0
ENSMUSG00000109283,0,0,0,0,0,0
ENSMUSG00000034690,0,0,0,0,0,0
ENSMUSG00000046792,716,552,784,647,834,672
ENSMUSG00000108923,22,25,17,34,41,15
ENSMUSG00000108894,0,0,0,0,0,0
ENSMUSG00000109108,13,0,7,5,11,18
ENSMUSG00000044876,661,607,758,803,874,916
ENSMUSG00000109165,3,9,5,12,10,9
ENSMUSG00000034660,0,0,0,0,0,0
ENSMUSG00000058028,0,0,0,0,0,0
ENSMUSG00000053367,0,0,0,0,1,0
ENSMUSG00000108949,0,0,0,0,0,0
ENSMUSG00000054893,85,51,70,55,84,56
ENSMUSG00000030443,9,8,6,0,2,2
ENSMUSG00000109080,0,0,0,1,0,0
ENSMUSG00000109398,4,2,2,3,1,3
ENSMUSG00000055150,21,12,26,20,28,17
ENSMUSG00000062861,33,14,22,34,22,22
ENSMUSG00000093536,0,0,0,0,0,0
ENSMUSG00000089780,1,0,0,1,0,0
ENSMUSG00000090179,0,0,0,0,0,0
ENSMUSG00000045929,0,0,0,0,0,0
ENSMUSG00000090824,0,0,0,0,0,0
ENSMUSG00000110323,0,0,0,0,0,0
ENSMUSG00000048620,0,0,0,0,0,0
ENSMUSG00000054938,0,0,0,0,0,0
ENSMUSG00000096228,0,0,0,0,0,0
ENSMUSG00000034583,0,0,0,0,0,0
ENSMUSG00000093877,0,0,0,0,0,0
ENSMUSG00000084654,0,0,0,0,0,0
ENSMUSG00000048067,0,0,0,0,0,0
ENSMUSG00000109466,0,0,0,0,0,0
ENSMUSG00000056696,0,0,0,0,0,0
ENSMUSG00000108113,0,0,0,0,0,0
ENSMUSG00000002266,5,8,9,8,10,16
ENSMUSG00000002265,3996,7842,2305,1719,5109,2128
ENSMUSG00000051527,6,21,5,8,14,32
ENSMUSG00000098657,0,0,0,0,0,0
ENSMUSG00000109131,0,0,0,0,0,0
ENSMUSG00000109416,0,0,0,0,0,0
ENSMUSG00000092815,0,0,0,0,0,0
ENSMUSG00000109430,0,0,0,0,0,0
ENSMUSG00000109456,0,0,0,0,0,0
ENSMUSG00000092875,0,0,0,0,0,0
ENSMUSG00000109082,0,0,0,0,0,0
ENSMUSG00000109094,0,0,0,0,0,0
ENSMUSG00000108043,0,0,0,0,0,0
ENSMUSG00000109176,27,7,7,0,16,0
ENSMUSG00000070837,0,0,1,2,3,1
ENSMUSG00000109177,1,0,0,0,0,0
ENSMUSG00000109488,1,1,1,0,0,0
ENSMUSG00000108938,0,0,0,0,0,0
ENSMUSG00000062116,188,141,217,149,195,177
ENSMUSG00000108959,0,0,0,1,1,0
ENSMUSG00000063535,13,15,11,9,8,11
ENSMUSG00000110339,0,0,0,0,0,0
ENSMUSG00000034538,43,40,50,47,70,47
ENSMUSG00000066838,38,22,43,38,31,40
ENSMUSG00000110105,1,0,0,3,1,4
ENSMUSG00000095730,0,0,0,0,0,0
ENSMUSG00000098900,0,0,0,9,1,2
ENSMUSG00000000605,1287,1075,1294,1335,1253,1358
ENSMUSG00000110243,0,0,0,0,2,0
ENSMUSG00000093599,1,0,1,1,0,4
ENSMUSG00000070847,0,0,0,0,0,0
ENSMUSG00000109766,0,0,0,0,0,0
ENSMUSG00000110139,0,0,0,0,0,0
ENSMUSG00000109654,0,0,1,0,3,0
ENSMUSG00000096373,0,0,0,0,0,0
ENSMUSG00000090849,0,0,0,0,0,0
ENSMUSG00000096743,0,0,0,0,0,0
ENSMUSG00000092314,0,0,0,0,0,0
ENSMUSG00000109885,0,0,0,0,0,0
ENSMUSG00000096691,0,0,0,0,0,0
ENSMUSG00000092387,0,0,0,0,0,0
ENSMUSG00000092227,0,0,0,0,0,0
ENSMUSG00000092439,0,0,0,0,0,0
ENSMUSG00000070841,0,0,0,0,0,0
ENSMUSG00000092173,0,0,0,0,0,0
ENSMUSG00000096399,0,0,0,0,0,0
ENSMUSG00000092433,0,0,0,0,0,0
ENSMUSG00000091651,0,0,0,0,0,0
ENSMUSG00000092221,0,0,0,0,0,0
ENSMUSG00000090968,0,0,0,0,0,0
ENSMUSG00000092619,0,0,0,0,0,0
ENSMUSG00000092294,0,0,0,0,0,0
ENSMUSG00000094736,0,0,0,0,0,0
ENSMUSG00000090482,0,0,0,0,0,0
ENSMUSG00000092574,0,0,0,0,0,0
ENSMUSG00000096668,0,0,0,0,0,0
ENSMUSG00000090892,0,0,0,0,0,0
ENSMUSG00000070844,0,0,0,0,0,0
ENSMUSG00000053720,0,0,0,0,0,0
ENSMUSG00000092624,0,0,0,0,0,0
ENSMUSG00000092452,0,0,0,0,0,0
ENSMUSG00000092447,0,0,0,0,0,0
ENSMUSG00000094098,0,0,0,0,0,0
ENSMUSG00000092441,0,0,0,0,0,0
ENSMUSG00000090662,0,0,0,0,0,0
ENSMUSG00000092614,0,0,0,0,0,0
ENSMUSG00000092204,0,0,0,0,0,0
ENSMUSG00000092175,0,0,0,0,0,0
ENSMUSG00000090727,0,0,0,0,0,0
ENSMUSG00000092264,0,0,0,0,0,0
ENSMUSG00000091163,0,1,0,0,0,0
ENSMUSG00000092523,0,0,0,0,0,0
ENSMUSG00000096707,0,0,0,0,0,0
ENSMUSG00000110977,0,0,0,0,0,0
ENSMUSG00000092490,0,0,0,0,0,0
ENSMUSG00000092573,0,0,0,0,0,0
ENSMUSG00000090864,0,0,0,0,0,0
ENSMUSG00000109978,0,0,0,0,0,0
ENSMUSG00000092611,0,0,0,0,0,0
ENSMUSG00000096658,0,0,0,0,0,0
ENSMUSG00000092312,0,0,0,0,0,0
ENSMUSG00000095773,0,0,0,0,0,0
ENSMUSG00000092575,0,0,0,0,0,0
ENSMUSG00000092620,0,0,0,0,0,0
ENSMUSG00000092548,0,0,0,0,0,0
ENSMUSG00000066828,0,0,0,0,0,0
ENSMUSG00000092561,0,0,0,0,0,0
ENSMUSG00000092308,0,0,0,0,0,0
ENSMUSG00000096413,0,0,0,0,0,0
ENSMUSG00000092551,0,0,0,0,0,0
ENSMUSG00000092520,0,0,0,0,0,0
ENSMUSG00000090352,0,0,0,0,0,0
ENSMUSG00000092584,0,0,0,0,0,0
ENSMUSG00000096294,0,0,0,0,0,0
ENSMUSG00000096293,0,0,0,0,0,0
ENSMUSG00000093519,0,0,0,0,0,0
ENSMUSG00000109661,0,0,0,0,0,0
ENSMUSG00000109862,0,0,0,0,0,0
ENSMUSG00000090342,0,0,0,0,0,0
ENSMUSG00000110306,0,0,0,0,0,0
ENSMUSG00000094107,0,0,0,0,0,0
ENSMUSG00000092178,0,0,0,0,0,0
ENSMUSG00000094280,0,0,0,0,0,0
ENSMUSG00000093681,0,0,0,0,0,0
ENSMUSG00000110003,0,0,0,0,0,0
ENSMUSG00000095914,0,0,0,0,0,0
ENSMUSG00000110108,0,0,0,0,0,0
ENSMUSG00000096180,0,0,0,0,0,0
ENSMUSG00000094606,0,0,0,0,0,0
ENSMUSG00000109796,0,0,0,0,0,0
ENSMUSG00000058685,0,0,0,0,0,0
ENSMUSG00000091930,0,0,0,0,0,0
ENSMUSG00000093766,0,0,0,0,0,0
ENSMUSG00000043066,0,0,0,0,0,0
ENSMUSG00000093781,0,0,0,0,0,0
ENSMUSG00000093487,0,0,0,0,0,0
ENSMUSG00000109949,0,0,0,0,0,0
ENSMUSG00000110255,0,0,0,0,0,0
ENSMUSG00000110098,0,0,0,0,0,0
ENSMUSG00000034122,0,0,0,0,0,0
ENSMUSG00000107520,0,0,0,0,0,0
ENSMUSG00000046716,0,0,0,0,0,0
ENSMUSG00000030393,30,25,57,41,34,33
ENSMUSG00000110232,0,0,0,0,0,0
ENSMUSG00000047031,0,0,0,0,0,0
ENSMUSG00000093595,0,0,0,0,0,0
ENSMUSG00000091662,0,0,0,0,0,0
ENSMUSG00000111440,0,0,0,0,0,0
ENSMUSG00000045340,0,0,0,0,0,0
ENSMUSG00000093534,0,0,0,0,0,0
ENSMUSG00000093826,5,13,12,11,12,13
ENSMUSG00000093689,0,0,0,0,0,0
ENSMUSG00000034087,0,0,0,0,0,0
ENSMUSG00000110034,0,0,0,0,0,0
ENSMUSG00000059206,0,0,0,0,0,0
ENSMUSG00000109800,0,0,0,0,0,0
ENSMUSG00000109747,0,0,0,0,0,0
ENSMUSG00000110097,0,0,0,0,0,0
ENSMUSG00000109924,0,0,0,0,0,0
ENSMUSG00000110402,0,0,0,0,0,0
ENSMUSG00000110395,0,0,0,0,0,0
ENSMUSG00000109683,0,0,0,0,0,0
ENSMUSG00000109900,0,0,0,0,0,0
ENSMUSG00000095339,0,0,0,0,0,0
ENSMUSG00000109971,0,0,0,0,0,0
ENSMUSG00000094316,0,0,0,0,0,0
ENSMUSG00000110111,0,0,0,0,0,0
ENSMUSG00000110186,0,0,0,0,0,0
ENSMUSG00000110346,0,0,0,0,0,0
ENSMUSG00000054272,0,0,0,0,0,0
ENSMUSG00000110072,0,0,0,0,0,0
ENSMUSG00000109952,0,0,0,0,0,0
ENSMUSG00000110103,0,0,0,0,0,0
ENSMUSG00000110196,0,0,0,0,0,0
ENSMUSG00000109730,0,0,0,0,0,0
ENSMUSG00000110348,2,1,0,2,1,1
ENSMUSG00000109889,0,0,0,0,0,0
ENSMUSG00000110066,0,0,0,0,0,0
ENSMUSG00000090714,0,0,0,1,0,0
ENSMUSG00000109595,0,0,0,0,0,0
ENSMUSG00000110379,0,0,0,0,0,0
ENSMUSG00000110421,0,0,0,0,0,0
ENSMUSG00000110112,0,0,0,0,0,0
ENSMUSG00000109798,0,0,0,0,0,0
ENSMUSG00000110192,0,0,0,0,0,0
ENSMUSG00000109976,0,0,0,0,0,0
ENSMUSG00000080350,0,0,0,0,0,0
ENSMUSG00000095936,0,0,0,0,0,0
ENSMUSG00000110420,0,0,0,0,0,0
ENSMUSG00000096500,0,0,0,0,0,0
ENSMUSG00000109979,0,0,0,0,0,0
ENSMUSG00000110215,0,0,0,0,0,0
ENSMUSG00000110005,0,0,0,0,0,0
ENSMUSG00000070828,0,0,0,0,0,0
ENSMUSG00000109720,0,0,0,0,0,0
ENSMUSG00000109920,0,0,0,0,0,0
ENSMUSG00000109786,0,0,0,0,0,0
ENSMUSG00000110083,0,0,0,0,0,0
ENSMUSG00000110095,0,0,0,0,0,0
ENSMUSG00000109950,0,0,0,0,0,0
ENSMUSG00000109916,0,0,0,0,0,0
ENSMUSG00000110076,0,0,0,0,0,0
ENSMUSG00000109763,0,0,0,0,0,0
ENSMUSG00000110190,0,0,0,0,0,0
ENSMUSG00000109985,0,0,0,0,0,0
ENSMUSG00000110307,0,0,0,0,0,0
ENSMUSG00000110149,0,0,0,0,0,0
ENSMUSG00000110024,0,0,0,0,0,0
ENSMUSG00000109694,0,0,0,0,0,0
ENSMUSG00000109969,0,0,0,0,0,0
ENSMUSG00000109626,0,0,0,0,0,0
ENSMUSG00000092489,0,0,0,0,0,0
ENSMUSG00000110267,0,0,0,0,0,0
ENSMUSG00000095430,0,0,0,0,0,0
ENSMUSG00000109883,0,0,0,0,0,0
ENSMUSG00000110385,0,0,0,0,0,0
ENSMUSG00000051687,0,0,0,0,0,0
ENSMUSG00000110398,0,0,0,0,0,0
ENSMUSG00000110182,0,0,0,0,0,0
ENSMUSG00000047655,0,0,0,0,0,0
ENSMUSG00000110173,0,0,0,0,0,1
ENSMUSG00000092326,0,0,0,0,0,0
ENSMUSG00000109762,0,0,0,0,0,0
ENSMUSG00000043308,0,0,0,0,0,0
ENSMUSG00000110054,0,0,0,0,0,0
ENSMUSG00000092285,0,0,0,0,0,0
ENSMUSG00000109811,0,0,0,0,0,0
ENSMUSG00000115267,0,0,0,0,0,0
ENSMUSG00000110271,0,0,0,0,0,0
ENSMUSG00000092466,0,0,0,0,0,0
ENSMUSG00000065368,0,0,0,0,0,0
ENSMUSG00000110049,0,0,0,0,0,0
ENSMUSG00000092208,0,0,0,0,0,0
ENSMUSG00000109860,0,0,0,0,0,0
ENSMUSG00000110184,0,0,0,0,0,0
ENSMUSG00000092398,0,0,0,0,0,0
ENSMUSG00000109752,0,0,0,0,0,0
ENSMUSG00000110292,0,0,0,0,0,0
ENSMUSG00000092318,0,0,0,0,0,0
ENSMUSG00000109758,0,0,0,0,0,0
ENSMUSG00000095864,0,0,0,0,0,0
ENSMUSG00000066807,2,1,2,7,1,3
ENSMUSG00000092535,0,0,0,0,0,0
ENSMUSG00000109686,0,0,0,0,0,0
ENSMUSG00000092350,0,0,0,0,0,0
ENSMUSG00000109914,0,0,0,0,0,0
ENSMUSG00000092248,0,0,0,0,0,0
ENSMUSG00000061602,0,0,0,0,0,0
ENSMUSG00000110203,0,0,0,0,0,0
ENSMUSG00000096735,0,0,0,0,0,0
ENSMUSG00000110082,0,0,0,0,0,0
ENSMUSG00000115744,0,0,0,0,0,0
ENSMUSG00000092351,0,0,0,0,0,0
ENSMUSG00000109630,0,0,0,0,0,0
ENSMUSG00000092476,0,0,0,0,0,0
ENSMUSG00000110121,0,0,0,0,0,0
ENSMUSG00000110042,0,0,0,0,0,0
ENSMUSG00000115027,0,0,0,0,0,0
ENSMUSG00000058132,0,0,0,0,0,0
ENSMUSG00000066804,0,0,0,0,0,0
ENSMUSG00000096314,0,0,0,0,0,0
ENSMUSG00000066803,0,0,0,0,0,0
ENSMUSG00000092331,0,0,0,0,0,0
ENSMUSG00000092610,0,0,0,0,0,0
ENSMUSG00000092359,0,0,0,0,0,0
ENSMUSG00000034071,47,37,44,39,51,44
ENSMUSG00000092583,0,0,0,0,0,0
ENSMUSG00000030386,129,90,119,121,185,173
ENSMUSG00000030385,0,0,0,0,0,0
ENSMUSG00000081550,0,0,0,0,0,0
ENSMUSG00000110022,0,0,0,0,0,0
ENSMUSG00000096002,0,0,0,0,0,0
ENSMUSG00000082872,0,0,0,0,0,0
ENSMUSG00000096593,0,0,0,0,0,0
ENSMUSG00000117238,0,0,0,0,0,0
ENSMUSG00000091045,0,0,0,0,0,0
ENSMUSG00000090762,0,0,0,0,0,0
ENSMUSG00000098135,0,0,0,0,0,0
ENSMUSG00000110031,0,0,0,0,0,0
ENSMUSG00000070822,2,5,1,0,4,0
ENSMUSG00000109594,0,0,0,0,0,0
ENSMUSG00000110124,1,1,0,1,1,5
ENSMUSG00000109724,1,6,0,0,3,1
ENSMUSG00000109925,0,0,0,0,0,0
ENSMUSG00000057894,87,72,77,63,99,81
ENSMUSG00000110119,0,0,0,0,0,0
ENSMUSG00000058638,598,430,875,550,834,513
ENSMUSG00000110320,0,0,0,0,0,0
ENSMUSG00000060397,110,103,105,129,118,106
ENSMUSG00000054715,141,112,183,164,170,160
ENSMUSG00000012848,3803,3855,4638,4419,5199,3935
ENSMUSG00000033967,142,70,195,122,183,73
ENSMUSG00000065006,0,0,0,0,0,0
ENSMUSG00000097115,26,21,31,18,28,16
ENSMUSG00000102084,0,0,0,0,0,0
ENSMUSG00000004500,330,677,620,455,342,518
ENSMUSG00000033961,166,135,125,146,142,151
ENSMUSG00000030382,35536,36733,41439,50033,44426,55156
ENSMUSG00000005566,2809,2653,3218,3180,3438,3901
